,X0,X1,isFraud
0,-14.267127,-0.11756035,0
1,-20.129103,-6.4786477,0
2,-9.929142,7.1783023,0
3,0.2598249,-9.140896,0
4,-2.657975,-0.2111035,0
5,0.27379438,-7.384128,0
6,-2.558716,-6.0014668,0
7,-1.5578535,-6.399991,0
8,-6.4346466,-4.5124564,0
9,-9.626093,-2.263781,0
10,-0.7871632,5.1027117,0
11,-3.5703106,-4.5203905,0
12,-3.1235752,-11.559838,0
13,-3.3727229,-3.8040648,0
14,-2.10976,-6.5041256,0
15,2.6353579,-0.8681934,0
16,-2.977422,-1.7414342,0
17,-5.242449,-8.393815,0
18,11.26388,5.505898,0
19,-2.014989,-6.59436,0
20,-2.8848197,-11.733251,0
21,-2.1136231,7.184005,0
22,-4.4438214,18.150911,0
23,-2.6467233,4.2600718,0
24,14.995633,-3.1937091,0
25,-0.5716171,4.1703796,0
26,-2.5251825,-14.890805,0
27,1.4133357,0.32706758,0
28,4.7251525,1.3587316,0
29,4.42318,-4.3507547,0
30,10.927787,5.6487684,0
31,13.766163,-4.0453205,0
32,-9.79634,7.0653534,0
33,-2.0141854,-6.6706233,0
34,-12.916986,4.0006557,0
35,4.127696,1.7558203,0
36,6.6739707,8.130075,0
37,8.709952,-0.9961612,0
38,-2.5606785,-5.9986606,0
39,-2.110625,11.801947,0
40,13.786562,8.866253,0
41,1.6859502,-0.1264924,0
42,7.2481804,2.4804618,0
43,-3.5601773,-4.5302267,0
44,4.7228446,1.3283783,0
45,-2.0030243,-6.7787304,0
46,-17.384686,3.381917,0
47,-1.6927117,-7.4478207,0
48,6.4564753,8.5910015,0
49,-7.949523,-3.7850296,0
50,6.47336,4.6086326,0
51,-2.014045,-6.747521,0
52,-5.6304803,-4.886323,0
53,1.5656214,-9.028673,0
54,-4.4437127,18.150764,0
55,8.801519,6.8372164,0
56,5.8921785,10.833855,0
57,-12.696584,-11.837975,0
58,15.809939,-2.545566,0
59,5.858542,-8.844156,0
60,1.2566028,-5.8583508,0
61,17.139982,-0.61444587,0
62,8.915538,13.824665,0
63,10.286688,5.371247,0
64,1.8563544,-4.1043763,0
65,-3.3434844,-11.12564,0
66,2.3985887,6.0430317,0
67,6.081631,3.7587585,0
68,-2.404847,2.0421872,0
69,0.608567,-1.4872401,0
70,8.844485,7.7459064,0
71,-3.3635845,-11.113202,0
72,-2.251095,4.8350387,0
73,8.779901,7.7738366,0
74,-6.229042,-4.2824893,0
75,-0.5119208,15.149103,0
76,5.709077,-6.3700914,0
77,0.77118844,-1.2250752,0
78,-1.9080309,-7.380068,0
79,-1.4902738,-21.518364,0
80,8.730476,7.8354197,0
81,3.2568228,14.887393,0
82,4.275655,13.309623,0
83,-2.548042,12.538169,0
84,-4.9174623,-9.180174,0
85,15.045205,3.2063916,0
86,-2.3429546,5.9885683,0
87,-8.564587,2.7153792,0
88,-8.626467,-5.1305814,0
89,1.2088174,-2.1535075,0
90,14.76865,-0.7700064,0
91,5.9742985,-4.6004252,0
92,-5.202004,-4.5759273,0
93,-7.8201427,-11.029974,0
94,8.749352,7.872262,0
95,2.3990088,-17.573135,0
96,11.131635,5.510264,0
97,-8.243666,6.121551,0
98,-7.5024247,-4.8543334,0
99,-2.6493144,14.429744,0
100,-12.475373,-16.021118,0
101,1.4350896,-4.445356,0
102,12.184031,8.370421,0
103,14.994298,-3.1947365,0
104,9.666283,6.797856,0
105,10.745373,6.5485783,0
106,10.846498,4.7677875,0
107,9.830355,-12.638186,0
108,-5.436169,2.5565655,0
109,8.746256,7.9118114,0
110,8.7322645,-5.305495,0
111,-0.33692664,-12.406201,0
112,3.030871,8.942973,0
113,-1.799549,5.776802,0
114,3.731562,3.9699247,0
115,7.6377125,-11.5937,0
116,-12.00676,-2.9771903,0
117,-0.75971043,5.052454,0
118,-18.244843,-3.6573877,0
119,6.14923,4.1941376,0
120,-2.6898367,7.319596,0
121,1.351901,-8.848721,0
122,9.146995,6.331264,0
123,18.217718,-3.0958867,0
124,-5.202325,12.103796,0
125,-6.3582706,9.173202,0
126,11.82805,2.0758321,0
127,-9.956913,7.1934624,0
128,10.291256,5.339463,0
129,-2.5191798,-6.0483866,0
130,-3.2914057,7.5694094,0
131,-4.3086777,-6.7127705,0
132,-1.60426,4.296386,0
133,-4.0763264,-1.5165114,0
134,-2.5246654,-10.894327,0
135,-7.5701056,12.691386,0
136,10.489847,5.178718,0
137,0.3544109,-1.2644035,0
138,0.29768103,-14.0297,0
139,-5.708427,-4.517602,0
140,-9.7062,3.367863,0
141,-4.0203214,-1.535083,0
142,8.646565,5.421448,0
143,-5.8023067,-4.8645654,0
144,-2.3066018,-11.173136,0
145,3.045735,15.209715,0
146,6.3635015,8.805303,0
147,6.3959613,4.758813,0
148,6.3492184,8.789854,0
149,6.24527,5.2485676,0
150,1.8186591,2.6261141,0
151,1.5019268,-1.3456981,0
152,11.158112,5.544644,0
153,-3.0595238,-1.6325969,0
154,-5.005837,2.4905028,0
155,-3.448812,7.549779,0
156,-4.466633,6.750107,0
157,4.436444,-4.3167586,0
158,9.183464,-5.3718767,1
159,-3.212727,-2.0262682,0
160,9.183499,-5.3717113,1
161,-1.9824183,4.5299597,0
162,5.8979135,-0.97395736,0
163,-2.8230493,4.5738955,0
164,-6.1374245,-3.8490033,0
165,-5.6082134,-3.051032,0
166,6.7540946,4.689316,0
167,-3.2189853,-1.9727821,0
168,-3.1168306,-1.8959187,0
169,4.291926,2.4816883,0
170,-3.2909324,-1.0834063,0
171,0.25375226,-0.07694491,0
172,-0.33915222,5.7578993,0
173,4.748586,-1.6894913,0
174,2.5430934,-0.71551245,0
175,-6.667743,-5.0740614,0
176,14.265423,-1.8413094,0
177,5.289005,-1.305092,0
178,-3.5966992,-0.5164706,0
179,17.171572,7.3466506,0
180,2.2036672,1.0617785,0
181,0.9364195,6.046449,0
182,-2.775501,-11.675666,0
183,-8.169325,-10.5184145,0
184,-20.537569,2.6073692,0
185,-0.46197614,1.3546817,0
186,0.9890767,6.2799635,0
187,-3.7432117,-10.8398,0
188,-4.3155007,-6.778533,0
189,-1.6304446,0.6640383,0
190,6.5597672,-8.926364,0
191,-1.8339409,5.3046603,0
192,1.0083566,5.2970476,0
193,-0.87259233,5.742398,0
194,16.431004,12.104226,0
195,-2.0414135,6.107734,0
196,-8.949473,3.780787,0
197,18.4335,-4.623572,0
198,-4.2155037,-14.726339,0
199,3.406007,7.570979,1
200,-8.080881,-1.2622885,0
201,10.690714,-9.756773,0
202,-0.28113663,0.43301153,0
203,8.477985,7.5180974,0
204,9.406067,3.4967234,0
205,0.9871029,5.166908,0
206,-12.774459,-11.940013,0
207,-0.8862683,2.57894,0
208,8.774191,7.733599,0
209,0.7675163,-0.44339323,0
210,2.0968573,-14.434592,0
211,0.5780489,3.1516664,0
212,-9.825019,-6.3885055,0
213,-0.059615415,1.5352385,0
214,-5.2400513,8.242104,0
215,-0.19419336,4.9545193,0
216,10.045901,3.200154,0
217,6.1160016,-6.2852454,0
218,-4.873934,-4.5035343,0
219,1.4482461,-6.4321866,0
220,-1.9678789,6.4477596,0
221,-2.8942132,10.590874,0
222,-0.8034086,3.1184216,0
223,0.37711054,-1.9985825,0
224,1.0887281,6.1143684,0
225,5.0946016,-5.132378,0
226,-1.259414,-6.506729,0
227,-4.5927362,-3.0912366,0
228,-5.0731425,14.868963,0
229,10.0475445,3.1995902,0
230,-7.338947,2.2390435,1
231,-2.9551735,-14.313852,0
232,-2.2234442,-10.62641,0
233,6.4302363,4.638589,0
234,-2.5666332,5.3182006,0
235,-5.9309373,-1.1253574,0
236,-3.9975765,3.9668102,0
237,-4.4226255,12.757406,1
238,-3.101901,2.992948,0
239,4.7985053,-7.932657,0
240,1.7820504,-0.25902456,0
241,2.2969065,6.8201747,0
242,5.094707,-5.1180096,0
243,-0.434886,-3.2474785,0
244,-2.666422,0.07302903,0
245,-5.1832623,4.6879654,0
246,-5.3988576,4.7640605,0
247,10.621928,-2.7888565,0
248,6.693746,4.7725596,0
249,16.199787,6.036296,0
250,11.838763,-7.9834642,0
251,2.5729554,-0.73771447,0
252,-9.7698555,7.0361586,0
253,5.109381,-4.5371532,0
254,8.556328,-1.1292485,0
255,13.324628,-2.091352,0
256,-17.044397,0.81068444,0
257,-2.7284234,-1.8168137,0
258,7.382935,1.2454225,0
259,5.818758,4.4870276,0
260,0.5114297,2.038028,0
261,7.8689723,-2.8309228,0
262,8.481345,7.5575027,0
263,-5.277083,2.7739756,0
264,3.4678814,3.9355118,0
265,5.577255,0.052740935,0
266,-2.6310394,-0.023329077,0
267,-11.148521,1.0704391,0
268,2.3978665,-17.571875,0
269,3.0536757,15.213313,0
270,-5.2430196,8.2366,0
271,9.520881,6.843679,0
272,0.627054,2.091483,0
273,-5.4276056,2.3967023,0
274,5.4657393,3.58494,0
275,4.049169,-10.313588,1
276,2.8406842,-0.79142934,0
277,6.755361,2.3498962,0
278,10.449167,6.3985734,0
279,-0.0027082236,0.5658391,0
280,-1.4178482,1.1380124,0
281,-3.8980668,-1.664744,0
282,-10.659118,-15.859912,0
283,0.17508896,-9.231234,0
284,-0.84703034,-6.0160594,0
285,5.9350243,4.4115834,0
286,-1.7762405,-6.2595882,0
287,-0.82255244,4.0385785,0
288,-8.161021,-3.4376357,0
289,-8.027556,5.890647,0
290,4.2769647,13.309433,0
291,-12.559031,-2.5715644,0
292,-8.649573,-9.281275,0
293,-3.5753782,4.6249275,0
294,-2.3046575,-6.166178,0
295,3.048252,15.218922,0
296,3.8305,3.949813,0
297,4.6546326,-1.8967247,0
298,1.5347239,-4.635461,0
299,-2.6905797,0.4647594,0
300,-3.3779032,7.7040515,0
301,11.795999,-3.8770056,0
302,17.137732,-0.61197144,0
303,-0.98060787,4.911353,0
304,-7.6372023,2.957886,0
305,-0.51204455,15.149233,0
306,-9.526689,-17.904919,0
307,1.1922048,-4.065621,0
308,0.42492878,-2.1103182,0
309,-9.041575,-12.718403,0
310,1.6133323,6.3239646,0
311,-3.0588734,-11.617804,0
312,-8.19303,-4.3721924,0
313,4.491179,-4.2436795,0
314,-1.9917147,4.5413013,0
315,-3.5176115,-11.844731,0
316,19.476233,-1.6354005,0
317,4.74404,4.1667695,0
318,-3.082219,0.43136314,0
319,2.8685577,8.706394,0
